work_id,work_category,state,constituency,mp_name,ida,work_description,recommended_date,recommended_amount,sanctioned_date,sanctioned_amount,work_status,lifecycle_stage,completion_date,amount_disbursed,image_available,sanction_delay_days,implementation_duration_days,days_since_sanction_as_of_2026_08_27,total_project_duration_days_as_of_2026_08_27,amount_difference_sanctioned_minus_recommended,sanction_ratio,disbursement_ratio,completion_record_match,status_vs_completion_record_conflict,state_consistent_rec_san,ida_consistent_rec_san,category_consistent_rec_san,description_consistent_rec_san,mp_consistent_rec_san,state_consistent_with_completed,ida_consistent_with_completed,category_consistent_with_completed,description_consistent_with_completed,mp_consistent_with_completed,date_consistency_issue,financial_consistency_issue,potential_amount_anomaly,consistency_issue_count,data_completeness_score
WS/MP18019/2024-2025/137599-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Sri Dosarath Tisso, Rongnihang",2024-08-29,400000,2024-10-25,400000,Physical Inspection,Completed,2025-12-11,399862.0,,57,412.0,,469.0,0,1.0,0.999655,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137600-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Sri Rajen Kro, PWD Colony, Diphu",2024-08-29,400000,2024-10-25,400000,Physical Inspection,Completed,2025-12-11,399862.0,,57,412.0,,469.0,0,1.0,0.999655,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137601-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Smt. Meera Tissopi, Mohendijua",2024-08-29,300000,2024-10-25,300000,Physical Inspection,Completed,2025-06-18,298426.0,,57,236.0,,293.0,0,1.0,0.9947533333333334,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137602-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Smt. Moina Terangpi, Rongtheang",2024-08-29,300000,2024-10-25,300000,Physical Inspection,Completed,2025-06-18,299568.0,,57,236.0,,293.0,0,1.0,0.99856,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137603-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Smt. Minu Teronpi, Biren Kramsa village",2024-08-29,300000,2024-10-25,300000,Physical Inspection,Completed,2025-06-18,299481.0,,57,236.0,,293.0,0,1.0,0.99827,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137604-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Smt Rengka Teronpi, Manja College",2024-08-29,300000,2024-10-25,300000,Physical Inspection,Completed,2025-06-18,299192.0,,57,236.0,,293.0,0,1.0,0.9973066666666667,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137605-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Smt Sika Tokbipi, Cheksolangso",2024-08-29,300000,2024-10-25,300000,Physical Inspection,Completed,2025-06-18,299503.0,,57,236.0,,293.0,0,1.0,0.9983433333333334,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137606-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Smt Klarie Phangchopi, Rongnagar",2024-08-29,300000,2024-10-25,300000,Physical Inspection,Completed,2025-10-22,299583.0,,57,362.0,,419.0,0,1.0,0.99861,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137607-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near West Tarabasa English LP School, Phuloni",2024-08-29,300000,2024-10-25,300000,Physical Inspection,Completed,2025-11-02,299583.0,,57,373.0,,430.0,0,1.0,0.99861,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
"WS/MP18019/2024-2025/137608-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of CC Block Road near DC Bungalow, Diphu",2024-08-29,500000,2025-01-04,500000,Physical Inspection,Completed,2025-01-04,500000.0,,128,0.0,,128.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137729-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),Construction of boundary wall with fencing at Langbungdingpi Graveyard,2024-08-29,1000000,2024-10-25,1000000,Physical Inspection,Completed,2025-10-22,999347.0,,57,362.0,,419.0,0,1.0,0.999347,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/137730-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of Sanitary Latrine and boundary wall with GCI sheet near DC Bungalow, Diphu",2024-08-29,1983350,2024-12-21,1983350,Physical Inspection,Completed,2024-12-23,1983350.0,,114,2.0,,116.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/143870-Constructionofsheltersforanimals,Repair and Renovation,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Improvement of Poultry Farm near ""KERUF- Karbi Ex-Revolutionary United Forum"" Office, 5th Mile, Diphu",2024-10-28,500000,2025-02-10,500000,Physical Inspection,Completed,2025-08-02,500000.0,,105,173.0,,278.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/146092-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of RCC Ringwell near the house of Addl. Chief Engineer, PWD (Quarter)",2024-10-28,500000,2024-12-03,500000,Physical Inspection,Completed,2025-10-22,499381.0,,36,323.0,,359.0,0,1.0,0.998762,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/146093-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of RCC Ringwell at Sainilangso, Disobai",2024-10-28,300000,2025-01-13,300000,Physical Inspection,Completed,2025-11-02,299583.0,,77,293.0,,370.0,0,1.0,0.99861,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18019/2024-2025/153297-Constructionofbus-shedsorbus-stops,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of Waiting Shed near DIG Office Complex, Diphu",2024-11-20,500000,2024-12-03,500000,Physical Inspection,Completed,2025-08-27,496993.0,Images,13,267.0,,280.0,0,1.0,0.993986,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,100.0
"WS/MP18019/2024-2025/153304-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of Retaining wall of road near Dhonsing Terang village, Longnit",2024-11-20,2000000,2024-12-03,2000000,Physical Inspection,Completed,2025-12-11,1999516.0,,13,373.0,,386.0,0,1.0,0.999758,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18021/2024-2025/143221-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),Construction of Boundary Wall of Balarchar Matraghola High School,2024-09-24,500000,2024-12-18,500000,Work Completed,Completed,2025-12-03,500000.0,Images,85,350.0,,435.0,0,1.0,1.0,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/143225-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,BONGAIGAON(Deputy Commissioner Bongaigaon_IDA),Construction of Boundary Wall of Play ground near Chatpara char Kabaristhan,2024-09-24,500000,2025-01-01,500000,Work Completed,Completed,2025-10-15,500000.0,Images,99,287.0,,386.0,0,1.0,1.0,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/143231-Constructionofpubliclibrariesandreadingrooms,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,GOALPARA(Deputy Commissioner Goalpara_IDA),Construction & Renovation of Central Library cum Auditorium Hall at Jaleswar,2024-09-24,500000,2025-01-20,500000,Physical Inspection,Completed,2026-04-27,500000.0,Images,118,462.0,,580.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,100.0
"WS/MP18021/2024-2025/143237-Constructionofroomsandfacilitiesforhospitals,FWC,PHCCentersandANMcenters",Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,GOALPARA(Deputy Commissioner Goalpara_IDA),Construction of Boundary Wall at Joypur MPHC under Roumari GP,2024-09-24,500000,2025-01-20,500000,Physical Inspection,Completed,2026-04-27,500000.0,Images,118,462.0,,580.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,100.0
"WS/MP18023/2024-2025/140675-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,GUWAHATI,BIJULI KALITA MEDHI,GOALPARA(Deputy Commissioner Goalpara_IDA),"Construction Of link road from Narayan Kalita house to Sabin Boro house at Jogipara , Dhupdhara.",2024-09-13,2800000,2025-02-19,2800000,Physical Inspection,Completed,2026-04-27,2800000.0,,159,432.0,,591.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
"WS/MP18023/2024-2025/140680-Constructionofroads,linkroads,pathwaysoranyotherroadwithorwithoutdrainagesystem",Normal/Others,Assam,GUWAHATI,BIJULI KALITA MEDHI,GOALPARA(Deputy Commissioner Goalpara_IDA),"Construction of road from Harimura bazar to Bijay Hajong house at Patalpur, Matia",2024-09-13,2500000,2025-02-19,2500000,Physical Inspection,Completed,2026-04-27,2500000.0,,159,432.0,,591.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18023/2024-2025/147014-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,GUWAHATI,BIJULI KALITA MEDHI,GOALPARA(Deputy Commissioner Goalpara_IDA),"Construction of community hall at Tharka Bazar near kalimandir , Joyramkhusi",2024-10-13,350000,2025-01-20,350000,Physical Inspection,Completed,2026-04-27,350000.0,,99,462.0,,561.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18023/2024-2025/147016-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,GUWAHATI,BIJULI KALITA MEDHI,GOALPARA(Deputy Commissioner Goalpara_IDA),Construction of Community hall near Charantola kali Mandir at Dhamar Gaon.,2024-10-13,500000,2025-01-20,500000,Physical Inspection,Completed,2026-04-27,500000.0,,99,462.0,,561.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,92.9
WS/MP18023/2024-2025/147021-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,GUWAHATI,BIJULI KALITA MEDHI,GOALPARA(Deputy Commissioner Goalpara_IDA),"Construction of open community hall at Sri Sri Niranjan Mahaprubhu Pith , Bakaitari.",2024-10-13,500000,2025-01-20,500000,Physical Inspection,Completed,2026-04-27,500000.0,Images,99,462.0,,561.0,0,1.0,1.0,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,1,100.0
WS/MP410/2024-2025/146781-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,LAKHIMPUR,Pradan Baruah,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Const. of Girls Common Room at Sissi Chariali HS School, Sissiborgaon LAC under MPLADS, FY 2024-25",2024-10-11,500000,2024-12-17,500000,Work Completed,Completed,2025-01-07,500000.0,Images,67,21.0,,88.0,0,1.0,1.0,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP541/2024-2025/153180-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,NOWGONG,Pradyut Bordoloi,MARIGAON(District Development Commissioner Morigaon),"Construction of Natya Chora near Bishnu Mandir, Thekeraguri, Jagiroad",2024-11-19,500000,2025-03-26,500000,Work Completed,Completed,2026-03-24,499974.0,Images,127,363.0,,490.0,0,1.0,0.999948,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2024-2025/137519-Streetlights,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),Installation of Solar Light under Singhason MAC Constituency,2024-08-29,5000000,2024-11-13,5000000,Work partially Completed,Sanctioned - Not Completed,,,,76,,652.0,728.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2024-2025/137588-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),Construction of Community Hall at Jawlian under Singhason MAC Constituency,2024-08-29,1500000,2024-11-13,1500000,Physical Inspection,Sanctioned - Not Completed,,,,76,,652.0,728.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2024-2025/137593-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),Construction of open stage infront of Siloni LP School,2024-08-29,800000,2024-10-25,800000,Work partially Completed,Sanctioned - Not Completed,,,,57,,671.0,728.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2024-2025/137597-Installingtube-wellsandborewells,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ringwell near the house of Sri Elison Terang, Mohendijua",2024-08-29,400000,2024-10-25,400000,Work partially Completed,Sanctioned - Not Completed,,,,57,,671.0,728.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2025-2026/143867-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of ""Chandrosing Kro Open Stage with Half Iron Grill"" at Dengkimo Aklam, Centre",2024-10-28,2000000,2025-04-04,2000000,Work partially Completed,Sanctioned - Not Completed,,,,158,,510.0,668.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2025-2026/143868-Developmentofplayground,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Earth filling work at Dengkimo Aklam Cultural Complex, Centre",2024-10-28,500000,2025-04-04,500000,Work partially Completed,Sanctioned - Not Completed,,,,158,,510.0,668.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2025-2026/143869-Constructionofculvertsandbridges,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),"Construction of RCC Bridge at Den Teron Gaon, Namati",2024-10-28,2500000,2025-04-04,2500000,Work partially Completed,Sanctioned - Not Completed,,,,158,,510.0,668.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18019/2026-2027/139500-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,Diphu (ST),AMARSING TISSO,DIMA HASAO(DEPUTY COMMISSIONER Dima Hasao_IDA),"Construction of Community Building with Library, Guest Room, Conference Room at Haflong, Dima Hasao District (Total Estd. Cost:- Rs. 1.00 Cr.) 1st Installment Rs. 50.00 Lakhs",2024-09-06,5000000,2026-07-31,5000000,Physical Inspection,Sanctioned - Not Completed,,,,693,,27.0,720.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/142759-Constructionofbus-shedsorbus-stops,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),Construction of Waiting Shed at Birat Nagar Chairali,2024-09-23,500000,2024-11-08,500000,Vendor Identification,Sanctioned - Not Completed,,,,46,,657.0,703.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/142761-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),Construction of Boundary wall near Satduburi Par Graveyard at village Bidyardabri.,2024-09-23,500000,2024-11-09,500000,Vendor Identification,Sanctioned - Not Completed,,,,47,,656.0,703.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/142763-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),Construction of Boundary Wall of Play ground near Iddgha Math situated at Matiaboug,2024-09-23,500000,2024-11-09,500000,Vendor Identification,Sanctioned - Not Completed,,,,47,,656.0,703.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/142774-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),Construction of Community Hall at Raniganj,2024-09-23,500000,2024-11-09,500000,Vendor Identification,Sanctioned - Not Completed,,,,47,,656.0,703.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/142776-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),Construction of Community Hall at Tillapara Weekly Market near Modal School,2024-09-23,500000,2024-11-09,500000,Vendor Identification,Sanctioned - Not Completed,,,,47,,656.0,703.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/143233-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,GOALPARA(Deputy Commissioner Goalpara_IDA),Renovation and Repairing of Community Hall near Khanka and Foringapara,2024-09-24,500000,2025-01-18,500000,Vendor Identification,Sanctioned - Not Completed,,,,116,,586.0,702.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2024-2025/143255-Constructionofboundarywallsofexistingpublicandcommunitybuildings,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,GOALPARA(Deputy Commissioner Goalpara_IDA),Construction of Boundary Wall with Iron Gate near Play ground of Goalpara Town Eidgah,2024-09-24,500000,2025-03-12,500000,Vendor Identification,Sanctioned - Not Completed,,,,169,,533.0,702.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2025-2026/143227-Constructionofbus-shedsorbus-stops,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,SOUTH SALMARA MANCACHAR(Deputy Commissioner South Salmara Mankachar_IDA),Construction of Waiting Shed at Hatsingimari,2024-09-24,500000,2025-07-08,500000,Sanction,Sanctioned - Not Completed,,,,287,,415.0,702.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
WS/MP18021/2025-2026/143239-Constructionofcommunitycentersandcommunityhalls,Normal/Others,Assam,DHUBRI,RAKIBUL HUSSAIN,GOALPARA(Deputy Commissioner Goalpara_IDA),Construction of Community Hall for Shakti CLF,2024-09-24,500000,2025-04-08,500000,Vendor Identification,Sanctioned - Not Completed,,,,196,,506.0,702.0,0,1.0,,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,0,100.0
